Province_State,Country_Region,Confirmed,Deaths
Utah,US,77,1
Utah,US,114,1
Utah,US,92,1
Utah,US,217,0
Utah,US,1016,10
Utah,US,60,0
Utah,US,795,9
Vermont,US,94,4
Vermont,US,125,8
Vermont,US,43,5
Vermont,US,365,23
Vermont,US,10,0
Vermont,US,139,10
Vermont,US,15,1
Vermont,US,40,4
Vermont,US,47,2
Vermont,US,26,5
Vermont,US,333,9
Vermont,US,188,8
Vermont,US,129,10
Vermont,US,121,5
Vermont,US,122,4
Virgin Islands,US,759,2
Virginia,US,273,2
Virginia,US,801,6
Virginia,US,1110,7
Virginia,US,195,1
Virginia,US,121,1
Virginia,US,383,7
Virginia,US,117,3
Virginia,US,1446,4
Virginia,US,531,5
Virginia,US,20,1
Virginia,US,568,6
Virginia,US,60,0
Virginia,US,250,5
Virginia,US,177,1
Virginia,US,123,1
Virginia,US,111,2
Virginia,US,98,1
Virginia,US,73,1
Virginia,US,577,1
Virginia,US,171,0
Virginia,US,377,1
Virginia,US,83,0
Virginia,US,106,1
Virginia,US,176,0
Virginia,US,1486,8
Virginia,US,3014,10
Virginia,US,80,0
Virginia,US,139,2
Virginia,US,76,0
Virginia,US,31,0
Virginia,US,275,7
Virginia,US,60,1
Virginia,US,498,3
Virginia,US,160,1
Virginia,US,237,1
Virginia,US,64,1
Virginia,US,57,1
Virginia,US,7140,18
Virginia,US,139,1
Virginia,US,109,0
Virginia,US,437,3
Virginia,US,96,0
Virginia,US,132,2
Virginia,US,359,8
Virginia,US,56,0
Virginia,US,539,3
Virginia,US,183,7
Virginia,US,126,2
Virginia,US,126,3
Virginia,US,338,1
Virginia,US,181,0
Virginia,US,215,0
Virginia,US,124,1
Virginia,US,109,0
Virginia,US,289,2
Virginia,US,1278,3
Virginia,US,908,10
Virginia,US,223,6
Virginia,US,3591,30
Virginia,US,391,5
Virginia,US,11,0
Virginia,US,216,1
Virginia,US,223,3
Virginia,US,510,8
Virginia,US,168,2
Virginia,US,108,1
Virginia,US,33,0
Virginia,US,59,1
Virginia,US,200,0
Virginia,US,77,0
Virginia,US,2560,8
Virginia,US,245,4
Virginia,US,89,0
Virginia,US,620,16
Virginia,US,62,1
Virginia,US,382,2
Virginia,US,140,0
Virginia,US,102,1
Virginia,US,92,0
Virginia,US,183,2
Virginia,US,96,1
Virginia,US,590,7
Virginia,US,57,0
Virginia,US,163,2
Virginia,US,1630,8
Virginia,US,1205,17
Virginia,US,81,2
Virginia,US,59,2
Virginia,US,53,0
Virginia,US,143,2
Virginia,US,192,4
Virginia,US,182,6
Virginia,US,137,1
Virginia,US,262,3
Virginia,US,526,10
Virginia,US,73,0
Virginia,US,693,8
Virginia,US,111,-1
Virginia,US,302,2
Virginia,US,274,3
Virginia,US,3676,10
Virginia,US,343,5
Virginia,US,151,1
Virginia,US,28,0
Virginia,US,45,0
Virginia,US,1090,-6
Virginia,US,796,7
Virginia,US,830,16
Virginia,US,206,2
Virginia,US,483,7
Virginia,US,284,3
Virginia,US,162,2
Virginia,US,184,4
Virginia,US,373,5
Virginia,US,280,1
Virginia,US,102,2
Virginia,US,736,4
Virginia,US,1157,4
Virginia,US,170,4
Virginia,US,582,12
Virginia,US,42,0
Virginia,US,88,3
Virginia,US,424,8
Virginia,US,0,0
Virginia,US,2801,18
Virginia,US,291,5
Virginia,US,476,6
Virginia,US,178,2
Virginia,US,154,2
Virginia,US,71,0
Virginia,US,139,2
Virginia,US,331,4
Virginia,US,281,1
Virginia,US,418,7
Washington,US,26,0
Washington,US,100,4
Washington,US,464,4
Washington,US,166,2
Washington,US,130,13
Washington,US,1048,39
Washington,US,12,0
Washington,US,188,15
Washington,US,100,1
Washington,US,15,2
Washington,US,171,1
Washington,US,5,0
Washington,US,230,0
Washington,US,116,4
Washington,US,160,6
Washington,US,94,0
Washington,US,6078,76
Washington,US,607,5
Washington,US,97,1
Washington,US,37,1
Washington,US,152,5
Washington,US,18,1
Washington,US,145,3
Washington,US,124,1
Washington,US,34,5
Washington,US,34,1
Washington,US,3201,20
Washington,US,51,0
Washington,US,313,9
Washington,US,13,0
Washington,US,2513,43
Washington,US,1900,41
Washington,US,90,1
Washington,US,883,11
Washington,US,-4,0
Washington,US,3,0
Washington,US,212,5
Washington,US,456,17
Washington,US,64,1
Washington,US,476,4
West Virginia,US,64,0
West Virginia,US,779,5
West Virginia,US,148,1
West Virginia,US,36,0
West Virginia,US,49,1
West Virginia,US,465,11
West Virginia,US,7,0
West Virginia,US,26,0
West Virginia,US,17,1
West Virginia,US,227,8
West Virginia,US,7,0
West Virginia,US,97,0
West Virginia,US,234,7
West Virginia,US,107,0
West Virginia,US,86,2
West Virginia,US,103,0
West Virginia,US,420,10
West Virginia,US,130,8
West Virginia,US,302,4
West Virginia,US,809,27
West Virginia,US,83,0
West Virginia,US,202,2
West Virginia,US,149,2
West Virginia,US,378,5
West Virginia,US,109,3
West Virginia,US,153,5
West Virginia,US,137,1
West Virginia,US,512,6
West Virginia,US,133,1
West Virginia,US,195,1
West Virginia,US,409,3
West Virginia,US,183,1
West Virginia,US,98,2
West Virginia,US,112,1
West Virginia,US,128,2
West Virginia,US,36,1
West Virginia,US,18,1
West Virginia,US,44,2
West Virginia,US,109,4
West Virginia,US,267,9
West Virginia,US,625,15
West Virginia,US,177,0
West Virginia,US,42,2
West Virginia,US,91,3
West Virginia,US,100,2
West Virginia,US,107,1
West Virginia,US,88,0
West Virginia,US,41,0
West Virginia,US,0,0
West Virginia,US,174,1
West Virginia,US,126,5
West Virginia,US,66,1
West Virginia,US,62,2
West Virginia,US,10,2
West Virginia,US,333,5
West Virginia,US,210,1
Wisconsin,US,75,0
Wisconsin,US,26,0
Wisconsin,US,128,2
Wisconsin,US,43,2
Wisconsin,US,876,11
Wisconsin,US,32,0
Wisconsin,US,30,0
Wisconsin,US,154,6
Wisconsin,US,250,5
Wisconsin,US,77,2
Wisconsin,US,221,1
Wisconsin,US,33,0
Wisconsin,US,2096,13
Wisconsin,US,423,8
Wisconsin,US,98,5
Wisconsin,US,128,5
Wisconsin,US,121,1
Wisconsin,US,274,1
Wisconsin,US,17,0
Wisconsin,US,393,7
Wisconsin,US,33,1
Wisconsin,US,130,2
Wisconsin,US,175,2
Wisconsin,US,48,1
Wisconsin,US,78,2
Wisconsin,US,17,1
Wisconsin,US,73,0
Wisconsin,US,354,10
Wisconsin,US,81,1
Wisconsin,US,846,11
Wisconsin,US,77,3
Wisconsin,US,468,9
Wisconsin,US,32,3
Wisconsin,US,115,3
Wisconsin,US,109,3
Wisconsin,US,338,4
Wisconsin,US,565,4
Wisconsin,US,200,1
Wisconsin,US,47,4
Wisconsin,US,27,1
Wisconsin,US,4841,33
Wisconsin,US,169,5
Wisconsin,US,100,2
Wisconsin,US,132,3
Wisconsin,US,513,8
Wisconsin,US,318,7
Wisconsin,US,10,1
Wisconsin,US,149,1
Wisconsin,US,154,5
Wisconsin,US,270,4
Wisconsin,US,57,4
Wisconsin,US,914,14
Wisconsin,US,43,3
Wisconsin,US,581,11
Wisconsin,US,42,0
Wisconsin,US,257,7
Wisconsin,US,66,1
Wisconsin,US,173,3
Wisconsin,US,355,4
Wisconsin,US,215,4
Wisconsin,US,59,4
Wisconsin,US,70,2
Wisconsin,US,0,0
Wisconsin,US,90,2
Wisconsin,US,68,4
Wisconsin,US,391,4
Wisconsin,US,53,0
Wisconsin,US,511,6
Wisconsin,US,1536,21
Wisconsin,US,129,2
Wisconsin,US,66,1
Wisconsin,US,545,5
Wisconsin,US,400,8
Wyoming,US,8,0
Wyoming,US,11,1
Wyoming,US,55,1
Wyoming,US,4,0
Wyoming,US,1,0
Wyoming,US,0,0
Wyoming,US,-3,1
Wyoming,US,9,3
Wyoming,US,4,0
Wyoming,US,14,0
Wyoming,US,59,2
Wyoming,US,14,2
Wyoming,US,72,6
Wyoming,US,0,1
Wyoming,US,16,1
Wyoming,US,-10,0
Wyoming,US,61,2
Wyoming,US,3,0
Wyoming,US,-59,1
Wyoming,US,48,0
Wyoming,US,12,0
Wyoming,US,0,0
Wyoming,US,7,0
Wyoming,US,0,0
,Uganda,415,0
Cherkasy Oblast,Ukraine,0,0
Chernihiv Oblast,Ukraine,0,0
Chernivtsi Oblast,Ukraine,0,0
Crimea Republic*,Ukraine,671,5
Dnipropetrovsk Oblast,Ukraine,0,0
Donetsk Oblast,Ukraine,0,0
Ivano-Frankivsk Oblast,Ukraine,0,0
Kharkiv Oblast,Ukraine,0,0
Kherson Oblast,Ukraine,0,0
Khmelnytskyi Oblast,Ukraine,0,0
Kiev,Ukraine,0,0
Kiev Oblast,Ukraine,0,0
Kirovohrad Oblast,Ukraine,0,0
Luhansk Oblast,Ukraine,0,0
Lviv Oblast,Ukraine,0,0
Mykolaiv Oblast,Ukraine,0,0
Odessa Oblast,Ukraine,0,0
Poltava Oblast,Ukraine,0,0
Rivne Oblast,Ukraine,0,0
Sevastopol*,Ukraine,533,26
Sumy Oblast,Ukraine,0,0
Ternopil Oblast,Ukraine,0,0
Unknown,Ukraine,15393,254
Vinnytsia Oblast,Ukraine,0,0
Volyn Oblast,Ukraine,0,0
Zakarpattia Oblast,Ukraine,0,0
Zaporizhia Oblast,Ukraine,0,0
Zhytomyr Oblast,Ukraine,0,0
,United Arab Emirates,2344,0
Anguilla,United Kingdom,0,0
Bermuda,United Kingdom,144,4
British Virgin Islands,United Kingdom,0,0
Cayman Islands,United Kingdom,0,0
Channel Islands,United Kingdom,0,0
England,United Kingdom,124854,1123
Falkland Islands (Malvinas),United Kingdom,0,0
Gibraltar,United Kingdom,124,1
Guernsey,United Kingdom,805,0
Isle of Man,United Kingdom,0,0
Jersey,United Kingdom,1217,11
Montserrat,United Kingdom,0,0
Northern Ireland,United Kingdom,0,41
Pitcairn Islands,United Kingdom,0,0
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,0,0
Scotland,United Kingdom,11578,149
Turks and Caicos Islands,United Kingdom,43,2
Unknown,United Kingdom,0,1
Wales,United Kingdom,2845,96
,Uruguay,20722,47
,Uzbekistan,1350,0
,Vanuatu,1,0
,Venezuela,974,13
,Vietnam,1213,0
,West Bank and Gaza,0,0
,Winter Olympics 2022,0,0
,Yemen,0,0
,Zambia,6134,23
,Zimbabwe,1625,15
